,0
14802.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
487972.txt,"['doc 14737.txt is 100.0 similar', 'doc 14734.txt is 100.0 similar', 'doc 490258.txt is 92.01415037097645 similar', 'doc 13843.txt is 100.0 similar', 'doc 14740.txt is 100.0 similar', 'doc 14594.txt is 100.0 similar', 'doc 14580.txt is 100.0 similar', 'doc 13830.txt is 100.0 similar', 'doc 13834.txt is 100.0 similar', 'doc 14590.txt is 100.0 similar', 'doc 487942.txt is 100.0 similar', 'doc 15092.txt is 100.0 similar', 'doc 486394.txt is 100.0 similar', 'doc 685.txt is 100.0 similar', 'doc 487467.txt is 100.0 similar', 'doc 490322.txt is 100.0 similar']"
370.txt,"['doc 487121.txt is 90.211852834664 similar', 'doc 14079.txt is 98.65751140299106 similar', 'doc 486363.txt is 99.62611874978158 similar', 'doc 487726.txt is 99.71688713943023 similar', 'doc 303.txt is 90.211852834664 similar', 'doc 486148.txt is 90.211852834664 similar', 'doc 488205.txt is 99.81912235247378 similar', 'doc 14052.txt is 99.44878438810957 similar', 'doc 14668.txt is 90.211852834664 similar', 'doc 486412.txt is 99.57415593730468 similar', 'doc 15013.txt is 99.79965102326862 similar', 'doc 490339.txt is 99.64099667943685 similar', 'doc 487127.txt is 90.211852834664 similar', 'doc 486359.txt is 99.67315935033089 similar', 'doc 486371.txt is 99.65982380805043 similar', 'doc 14863.txt is 98.54350290917769 similar', 'doc 13881.txt is 90.26393523717587 similar', 'doc 488229.txt is 99.84799458969148 similar', 'doc 486616.txt is 99.08195866482349 similar', 'doc 486415.txt is 99.64105325619437 similar', 'doc 15001.txt is 90.211852834664 similar', 'doc 487247.txt is 90.211852834664 similar', 'doc 14179.txt is 90.211852834664 similar', 'doc 486672.txt is 99.10982849197426 similar', 'doc 486878.txt is 99.84869940227512 similar', 'doc 14802.txt is 90.211852834664 similar', 'doc 488287.txt is 99.59426334998741 similar', 'doc 490147.txt is 90.211852834664 similar', 'doc 487200.txt is 90.211852834664 similar', 'doc 490146.txt is 90.211852834664 similar', 'doc 14616.txt is 90.211852834664 similar', 'doc 15051.txt is 90.211852834664 similar', 'doc 486294.txt is 96.94974990586147 similar', 'doc 15040.txt is 99.87871192620517 similar', 'doc 488031.txt is 90.15481095035635 similar', 'doc 14138.txt is 99.87719349495111 similar', 'doc 135.txt is 90.211852834664 similar', 'doc 490291.txt is 90.211852834664 similar', 'doc 486380.txt is 99.83092080343037 similar', 'doc 487129.txt is 99.71886351045654 similar', 'doc 486962.txt is 90.211852834664 similar', 'doc 13708.txt is 90.211852834664 similar', 'doc 490292.txt is 90.211852834664 similar', 'doc 452.txt is 90.211852834664 similar', 'doc 488153.txt is 96.11060572278366 similar', 'doc 679.txt is 99.20258951418587 similar', 'doc 645.txt is 99.10057264138653 similar', 'doc 488209.txt is 99.73581251470883 similar', 'doc 641.txt is 91.46379404472466 similar', 'doc 324.txt is 90.211852834664 similar', 'doc 14077.txt is 97.32653650026779 similar', 'doc 490335.txt is 98.3647234544731 similar', 'doc 486391.txt is 99.64450976413384 similar', 'doc 487925.txt is 90.211852834664 similar']"
487032.txt,"['doc 486189.txt is 100.00000000000003 similar', 'doc 14692.txt is 100.00000000000003 similar', 'doc 487079.txt is 100.00000000000003 similar', 'doc 487535.txt is 100.00000000000003 similar', 'doc 487618.txt is 100.00000000000003 similar', 'doc 488278.txt is 100.00000000000003 similar', 'doc 13959.txt is 100.00000000000003 similar', 'doc 13938.txt is 100.00000000000003 similar', 'doc 487464.txt is 100.00000000000003 similar', 'doc 686.txt is 100.00000000000003 similar']"
615.txt,"['doc 13884.txt is 93.66952835119007 similar', 'doc 14641.txt is 90.6112307148656 similar', 'doc 14055.txt is 90.40367274965979 similar', 'doc 14665.txt is 94.0343392938471 similar']"
13822.txt,"['doc 13799.txt is 100.00000000000004 similar', 'doc 489947.txt is 94.37248446321091 similar', 'doc 13795.txt is 100.00000000000004 similar', 'doc 486133.txt is 94.37248446321091 similar']"
489209.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
485023.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
489827.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
488287.txt,"['doc 14079.txt is 98.2862482230301 similar', 'doc 486363.txt is 99.84999241672423 similar', 'doc 487726.txt is 99.91229303214584 similar', 'doc 488205.txt is 99.6036173813674 similar', 'doc 14052.txt is 99.37112912527098 similar', 'doc 486412.txt is 99.7775633356621 similar', 'doc 15013.txt is 99.77936964062492 similar', 'doc 490339.txt is 99.54903707281456 similar', 'doc 486359.txt is 99.63100173065601 similar', 'doc 486371.txt is 99.56784682569533 similar', 'doc 14863.txt is 98.4665545415678 similar', 'doc 13881.txt is 90.29545832076136 similar', 'doc 488229.txt is 99.769900079522 similar', 'doc 486616.txt is 99.49877140752093 similar', 'doc 486415.txt is 99.80973076062976 similar', 'doc 486672.txt is 98.70754129715763 similar', 'doc 486712.txt is 90.27122832704902 similar', 'doc 486878.txt is 99.76209400741199 similar', 'doc 370.txt is 99.59426334998741 similar', 'doc 486294.txt is 97.99093511457797 similar', 'doc 15040.txt is 99.61659449147872 similar', 'doc 488031.txt is 90.12856988685702 similar', 'doc 14138.txt is 99.63710204064738 similar', 'doc 486380.txt is 99.64677740146749 similar', 'doc 487129.txt is 99.66506606236365 similar', 'doc 488153.txt is 97.34991009251524 similar', 'doc 679.txt is 99.76148930375835 similar', 'doc 645.txt is 99.5243025653845 similar', 'doc 488209.txt is 99.8275757534553 similar', 'doc 641.txt is 92.12213777681907 similar', 'doc 14077.txt is 97.04797436292701 similar', 'doc 490335.txt is 98.34473367921265 similar', 'doc 486391.txt is 99.55254691525283 similar']"
489199.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
488278.txt,"['doc 486189.txt is 100.00000000000003 similar', 'doc 14692.txt is 100.00000000000003 similar', 'doc 487079.txt is 100.00000000000003 similar', 'doc 487535.txt is 100.00000000000003 similar', 'doc 487618.txt is 100.00000000000003 similar', 'doc 487032.txt is 100.00000000000003 similar', 'doc 13959.txt is 100.00000000000003 similar', 'doc 13938.txt is 100.00000000000003 similar', 'doc 487464.txt is 100.00000000000003 similar', 'doc 686.txt is 100.00000000000003 similar']"
485760.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
490147.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
489562.txt,"['doc 489080.txt is 93.78249055242944 similar', 'doc 489222.txt is 90.22604815851933 similar']"
487942.txt,"['doc 14737.txt is 100.0 similar', 'doc 14734.txt is 100.0 similar', 'doc 490258.txt is 92.01415037097645 similar', 'doc 13843.txt is 100.0 similar', 'doc 14740.txt is 100.0 similar', 'doc 14594.txt is 100.0 similar', 'doc 14580.txt is 100.0 similar', 'doc 13830.txt is 100.0 similar', 'doc 13834.txt is 100.0 similar', 'doc 14590.txt is 100.0 similar', 'doc 487972.txt is 100.0 similar', 'doc 15092.txt is 100.0 similar', 'doc 486394.txt is 100.0 similar', 'doc 685.txt is 100.0 similar', 'doc 487467.txt is 100.0 similar', 'doc 490322.txt is 100.0 similar']"
489947.txt,"['doc 13799.txt is 94.37248446321091 similar', 'doc 13822.txt is 94.37248446321091 similar', 'doc 13795.txt is 94.37248446321091 similar', 'doc 486133.txt is 99.99999999999997 similar']"
488481.txt,"['doc 490113.txt is 96.84825335172738 similar', 'doc 13934.txt is 98.44049532691722 similar', 'doc 14690.txt is 94.99865308952603 similar', 'doc 489959.txt is 96.52218633823051 similar', 'doc 489961.txt is 98.34515515146668 similar', 'doc 485975.txt is 98.41740793428943 similar', 'doc 489985.txt is 98.41101921003151 similar', 'doc 489931.txt is 97.10334013087653 similar', 'doc 14688.txt is 94.99865308952603 similar']"
485614.txt,['doc 489698.txt is 100.0 similar']
489985.txt,"['doc 490113.txt is 98.23739322128303 similar', 'doc 13934.txt is 99.94454272263239 similar', 'doc 14690.txt is 96.536853765562 similar', 'doc 489959.txt is 97.97213280034227 similar', 'doc 489961.txt is 99.81744164779225 similar', 'doc 485975.txt is 99.9381899018542 similar', 'doc 488481.txt is 98.41101921003151 similar', 'doc 489931.txt is 98.64313027860801 similar', 'doc 14688.txt is 96.536853765562 similar']"
485615.txt,"['doc 485999.txt is 93.71388961190758 similar', 'doc 485581.txt is 91.13647515708023 similar', 'doc 489005.txt is 93.95886387191518 similar', 'doc 485992.txt is 95.04068090066914 similar', 'doc 489360.txt is 95.04068090066914 similar', 'doc 485659.txt is 90.70848983539858 similar']"
484523.txt,"['doc 490111.txt is 90.20643284691539 similar', 'doc 489290.txt is 90.20643284691539 similar', 'doc 488763.txt is 90.20643284691539 similar', 'doc 484577.txt is 90.20643284691539 similar', 'doc 489330.txt is 90.20643284691539 similar', 'doc 485734.txt is 90.20643284691539 similar', 'doc 485052.txt is 90.20643284691539 similar', 'doc 485708.txt is 90.20643284691539 similar', 'doc 489718.txt is 90.20643284691539 similar', 'doc 489731.txt is 90.20643284691539 similar', 'doc 484405.txt is 90.20643284691539 similar', 'doc 489914.txt is 90.20643284691539 similar', 'doc 489231.txt is 90.20643284691539 similar', 'doc 484933.txt is 90.20643284691539 similar', 'doc 486063.txt is 90.20643284691539 similar', 'doc 485742.txt is 90.20643284691539 similar', 'doc 485024.txt is 90.20643284691539 similar', 'doc 486049.txt is 90.20643284691539 similar', 'doc 488475.txt is 90.20643284691539 similar', 'doc 489757.txt is 90.20643284691539 similar', 'doc 489838.txt is 90.20643284691539 similar', 'doc 489578.txt is 90.20643284691539 similar', 'doc 485008.txt is 90.20643284691539 similar', 'doc 489815.txt is 90.20643284691539 similar', 'doc 485546.txt is 90.20643284691539 similar', 'doc 489209.txt is 90.20643284691539 similar', 'doc 485023.txt is 90.20643284691539 similar', 'doc 489827.txt is 90.20643284691539 similar', 'doc 489199.txt is 90.20643284691539 similar', 'doc 485760.txt is 90.20643284691539 similar', 'doc 485772.txt is 90.20643284691539 similar', 'doc 488726.txt is 90.20643284691539 similar', 'doc 488719.txt is 90.20643284691539 similar', 'doc 485214.txt is 90.20643284691539 similar', 'doc 489176.txt is 90.20643284691539 similar', 'doc 489064.txt is 90.20643284691539 similar', 'doc 485070.txt is 90.20643284691539 similar', 'doc 489270.txt is 90.20643284691539 similar', 'doc 489066.txt is 90.20643284691539 similar', 'doc 485715.txt is 90.20643284691539 similar', 'doc 485088.txt is 90.20643284691539 similar', 'doc 489895.txt is 90.20643284691539 similar', 'doc 484427.txt is 90.20643284691539 similar', 'doc 485102.txt is 90.20643284691539 similar', 'doc 489539.txt is 90.20643284691539 similar']"
15085.txt,['doc 14029.txt is 94.52190462631384 similar']
486334.txt,"['doc 486366.txt is 99.60959448416406 similar', 'doc 486384.txt is 99.60043139579012 similar', 'doc 486409.txt is 99.6031531665371 similar']"
